event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
W33-N-001,2026-08-13,2026-08-13,China,Technology,Space_Compute;Commercial_Space;AI,,央视：太空算力相关产业加速落地,"來源:央視網 更新時間:2026年08月13日 08:24 視頻簡介 推動太空算力落地,相關産業按下“加速鍵”。 欄目信息",央視網,Industry_Media,https://big5.cctv.com/gate/big5/tv.cctv.cn/2026/08/13/VIDEysga9sexRYeAZNZUcADW260813.shtml,Watch,,5,5,4,4.80,S,相关性5/5、产业影响5/5、新颖性4/5；加权4.80。,Yes,影响政策供给、任务部署、核心硬件或资本供给，需结合后续执行节点验证。,用于校准太空算力主航道、运载与卫星供给，以及地面AI基础设施的边界和节奏。,跟踪正式文件、合同执行、发射/在轨验证、量产客户和下一轮融资。,,Pass_A
W33-N-004,2026-08-13,2026-08-13,China,Policy,Space_Compute;Commercial_Space;AI,,江苏商业航天三年行动计划提出太空计算与国产算力在轨验证,"近日,省工信厅、省委金融办、省发展改革委、省教育厅、省科技厅、省财政厅、省市场监督管理局等7部门联合印发《江苏省商业航天高质量发展三年行动计划(2026-2028年)》(以下简称《行动计划》)。为做好《行动计划》贯彻实施,现就有关内容解读如下。一、《行动计划》的出台背景是什么?近年来,商业航天技术持续迭代成熟,已成为推动航天产业发展、建设航天强国的重要力量,也是国家重点布局发展的新兴支柱产业。国家航天局出台《国家航天局推进商业航天高质量安全发展行动计划(2025—2027年)》专项文件研究部署商业航天产业发展,省政府召开专题会议研究推进产业发展。为全面落实国家和省委、省政府有关工作部署,推动我省商业航天产业高质量发展,研究出台了《行动计划》。二、《行动计划》是如何起草的?今年初,前往南京、无锡、苏州等商业航天产业重点承载区进行现场调研,了解重点企业发展诉求及工作建议。在此基础上,组织各设区市工信局摸排商业航天产业发展现状,梳理重点企业、承载园区、重点产品、创新平台等基本情况,其间多次召开专题会议听取行业发展建议,6月形成《行动计划(征求意见稿)》。广泛征求各设区市、省内重点企业以及有关",江苏省工业和信息化厅,Government,http://gxt.jiangsu.gov.cn/art/2026/8/13/art_6197_11815903.html,S_Core,,5,5,4,4.80,S,相关性5/5、产业影响5/5、新颖性4/5；加权4.80。,Yes,影响政策供给、任务部署、核心硬件或资本供给，需结合后续执行节点验证。,用于校准太空算力主航道、运载与卫星供给，以及地面AI基础设施的边界和节奏。,跟踪正式文件、合同执行、发射/在轨验证、量产客户和下一轮融资。,,Pass_A
W33-N-104,2026-08-10,2026-08-10,Global,Technology,Commercial_Space,,Rocket Lab发布可部署式GHOST移动发射场系统,"'Launching anywhere, anytime and without compromise': Rocket Lab unveils new 'GHOST' portable spaceport system (https://www.space.com/space-exploration/launches-spacecraft/launching-anywhere-anytime-and-without-compromise-rocket-lab-unveils-new-ghost-portable-spaceport-system) Published: 6 days ago; Date: Mon Aug 10 22:43:51 2026 UTC ... GHOST - short for ""Global Hypersonic & Orbital Spaceport Technology"" - turns the company's ""Electron and HASTE rockets into",space.com,Industry_Media,https://www.space.com/space-exploration/launches-spacecraft/launching-anywhere-anytime-and-without-compromise-rocket-lab-unveils-new-ghost-portable-spaceport-system,A_Active,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,影响政策供给、任务部署、核心硬件或资本供给，需结合后续执行节点验证。,用于校准太空算力主航道、运载与卫星供给，以及地面AI基础设施的边界和节奏。,跟踪正式文件、合同执行、发射/在轨验证、量产客户和下一轮融资。,,Pass_A
W33-N-010,2026-08-11,2026-08-11,China,Policy,Commercial_Space,,自然资源部采购海洋卫星遥感监测技术服务,"项目概况 2026年海洋卫星遥感监测技术服务项目招标的潜在投标人应在宁波市国际招标有限公司网站www.nbbidding.com获取招标文件,并于2026年08月27日09点30分(北京时间)前递交投标文件。 一、项目基本情况 项目编号:NBITC-202610843 项目名称:2026年海洋卫星遥感监测技术服务项目 预算金额:80.000000万元(人民币) 采购需求: 子包号 名称 履约期限 预算价(万元) 用户需求 1 2026年海洋卫星遥感监测技术服务 合同签订生效之日起至2027年10月31日前完成项目验收 80.00 详见“第五章用户需求书” 合同履行期限:合同签订生效之日起至2027年10月31日前完成项目验收 本项目(不接受)联合体投标。 二、申请人的资格要求: 1.满足《中华人民共和国政府采购法》第二十二条规定; 2.落实政府采购政策需满足的资格要求: 无; 3.本项目的特定资格要求:无;4.供应商无不良行为记录(不良行为记录界定的范围为:被国家、浙江省、宁波市相关行政主管部门通报停止投标活动且处在被停止投标期间内);5.供应商未被“信用中国网站”(www.credi",自然资源部门户网站,Government,https://www.mnr.gov.cn/gk/czgk/zfcg/zbxx/202608/t20260811_2936094.html,S_Core,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,影响政策供给、任务部署、核心硬件或资本供给，需结合后续执行节点验证。,用于校准太空算力主航道、运载与卫星供给，以及地面AI基础设施的边界和节奏。,跟踪正式文件、合同执行、发射/在轨验证、量产客户和下一轮融资。,,Pass_A
W33-N-003,2026-08-14,2026-08-14,China,Policy,AI,,四川发布算力网政策，支持智算集群与算电协同,"四川省发展和改革委员会等部门关于印发《四川省推进算力网建设的若干政策措施(试行)》的通知川发改数据〔2026〕338号省直有关部门(单位),各市(州)发改(数据)、经信、科技、能源管理部门、通信发展办公室:为贯彻省委“六张网”规划建设工作专题会议精神,夯实我省数字经济高质量发展算力底座,省发展改革委会同有关方面,研究制定了《四川省推进算力网建设的若干政策措施(试行)》,现印发给你们,请结合实际认真贯彻落实。四川省发展和改革委员会四川省经济和信息化厅四川省科学技术厅四川省能源局四川省通信管理局2026年8月11日原文:四川省发展和改革委员会等部门关于印发《四川省推进算力网建设的若干政策措施(试行)》的通知(川发改数据〔2026〕338号)",昆明市人民政府门户网站,Government,https://www.km.gov.cn/c/2026-08-14/5104499.shtml,S_Core,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,影响政策供给、任务部署、核心硬件或资本供给，需结合后续执行节点验证。,用于校准太空算力主航道、运载与卫星供给，以及地面AI基础设施的边界和节奏。,跟踪正式文件、合同执行、发射/在轨验证、量产客户和下一轮融资。,,Pass_A
W33-N-006,2026-08-14,2026-08-14,China,Policy,Other,,北京组织申报空间碎片与近地小行星防御科研专项,"各有关单位:近日,国家国防科工局印发了空间碎片与近地小行星防御相关科研专项项目指南,请有申报意向的单位持本单位介绍信及经办人员身份证、单位保密资质复印件,预约查询指南内容,并于8月28日前报送项目建议书。联系电话:010-55521302。 北京市国防科学技术工业办公室 2026年8月14日",北京市经济和信息化局,Government,https://jxj.beijing.gov.cn/jxdt/tzgg/202608/t20260814_4823330.html,S_Core,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,影响政策供给、任务部署、核心硬件或资本供给，需结合后续执行节点验证。,用于校准太空算力主航道、运载与卫星供给，以及地面AI基础设施的边界和节奏。,跟踪正式文件、合同执行、发射/在轨验证、量产客户和下一轮融资。,,Pass_A
W33-N-073,2026-08-14,2026-08-14,China,Technology,Commercial_Space,,蓝箭航天先进动力试验中心建设项目进入规划公示,蓝箭航天技术有限公司先进动力试验中心建设项目(除气瓶场)批前公示 发布日期: 2026-08-14 来源:湖州市自然资源和规划局湖州南太湖新区分局,湖州市自然资源和规划局,Government,https://huzgt.huzhou.gov.cn/col/col1229205023/art/2026/art_9532f5657dc74ce196bb9f4c1486b60d.html,S_Core,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,影响政策供给、任务部署、核心硬件或资本供给，需结合后续执行节点验证。,用于校准太空算力主航道、运载与卫星供给，以及地面AI基础设施的边界和节奏。,跟踪正式文件、合同执行、发射/在轨验证、量产客户和下一轮融资。,,Pass_A
W33-N-093,2026-08-16,2026-08-16,China,Technology,Commercial_Space,,我国成功发射卫星互联网低轨24组卫星,"北京时间2026年8月16日12时10分,我国在海南商业航天发射场使用长征十二号运载火箭,成功将卫星互联网低轨24组卫星发射升空,卫星顺利进入预定轨道,发射任务获得圆满成功。",贵视网,Industry_Media,https://gzstv.com/a/d71da4f592ce484496ebd649872c8a90,Watch,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,影响政策供给、任务部署、核心硬件或资本供给，需结合后续执行节点验证。,用于校准太空算力主航道、运载与卫星供给，以及地面AI基础设施的边界和节奏。,跟踪正式文件、合同执行、发射/在轨验证、量产客户和下一轮融资。,,Pass_A
W33-N-011,2026-08-10,2026-08-10,China,Technology,Commercial_Space,,航天基地行政审批服务局关于建设项目环境影响评价文件审批决定的公告-西安国家民用航天产业基地管理委员会,"根据建设项目环境影响评价审批程序的有关规定,经审查,航天行政审批局对12个建设项目环境影响评价文件作出审批决定。现将作出的审批决定情况予以公告,公告期为2026年10月10日-2026年8月16日(7日)。行政复议与行政诉讼权利告知:依据《中华人民共和国行政复议法》和《中华人民共和国行政诉讼法》,公民、法人或者其他组织认为公告的建设项目环境影响评价文件审批决定侵犯其合法权益的,可以自公告期限届满之日起六十日内提起行政复议,也可以自公告期限届满之日起六个月内提起行政诉讼。电话:029-89696841传真:029-81576150通讯地址:航天基地航拓路汇航广场B座2层(710100)作出的建设项目环境影响评价文件审批决定序号文件名称文号发布时间1关于西安鸿宇光电技术有限公司LED荧光粉生产线扩建环境影响报告表的批复西航天行审发〔2026〕9号2026年8月10日2关于数邦电力智能配电网设备生产线建设项目环境影响报告表的批复西航天行审发〔2026〕10号2026年8月10日附件:07西航天行审发20269号.pdf07西航天行审发202610号.pdf",西安国家民用航天产业基地,Government,https://xcaib.xa.gov.cn/zwgk/zdxxgk/hzzq/hzxkxx/2086630198561808385.html,S_Core,,3,3,3,3.00,B,相关性3/5、产业影响3/5、新颖性3/5；加权3.00。,Yes,影响政策供给、任务部署、核心硬件或资本供给，需结合后续执行节点验证。,用于校准太空算力主航道、运载与卫星供给，以及地面AI基础设施的边界和节奏。,跟踪正式文件、合同执行、发射/在轨验证、量产客户和下一轮融资。,,Pass_A
W33-N-012,2026-08-10,2026-08-10,China,Policy,AI,,关于2026年第二批人工智能领域市级工信资金补助项目的公示,"根据《嘉兴市人民政府办公室关于印发嘉兴市推动人工智能高质量发展实施方案的通知》(嘉政办发〔2024〕25号)和《嘉兴市级工业和信息化发展资金(人工智能)补助操作细则》(嘉经信数经〔2025〕38号)等文件,现对2026年第二批人工智能领域市级工信资金补助项目进行公示,如有不同意见,请于公示期内向市经信局反馈。 公示时间:2026年8月10日-2026年8月14日 联系电话:0573-83682295附件:2026年市级工信资金人工智能领域第二批拟补助项目清单.doc嘉兴市经济和信息化局2026年8月10日",嘉兴市经济和信息化局,Government,https://jxj.jiaxing.gov.cn/col/col1229399350/art/2026/art_f36e1428051049cd91c1bee1ec7b8032.html,S_Core,,3,3,3,3.00,B,相关性3/5、产业影响3/5、新颖性3/5；加权3.00。,Yes,影响政策供给、任务部署、核心硬件或资本供给，需结合后续执行节点验证。,用于校准太空算力主航道、运载与卫星供给，以及地面AI基础设施的边界和节奏。,跟踪正式文件、合同执行、发射/在轨验证、量产客户和下一轮融资。,,Pass_A
