event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
2026W35-SUP-001,2026-08-24,2026-08-24,US,Technology,Space_Compute;AI,SpaceXAI / NVIDIA,SpaceXAI采用NVIDIA Vera CPU并规划Starmind太空AI卫星,NVIDIA披露SpaceXAI将采用Vera CPU扩展AI基础设施，首代Starmind卫星拟基于优化的Vera Rubin NVL72系统。,NVIDIA,Company,https://investor.nvidia.com/news/press-release-details/2026/SpaceXAI-Adopts-NVIDIA-Vera-CPU-to-Accelerate-Agentic-AI-at-Massive-Scale/default.aspx,S_Core,,5,4,4,4.50,S,S级：NVIDIA披露SpaceXAI将采用Vera CPU扩展AI基础设施，首代Starmind卫星拟基于优化的Vera Rubin NVL72系统。,Yes,事件直接验证或扩展星上计算、在轨数据处理或航天器自主能力，是太空算力主航道的实证节点。,优先评估任务成熟度、可复制性和客户/任务扩张节奏。,跟踪在轨性能指标、后续任务部署、客户采用和软硬件架构细节。,Stage 3去重后补充的独立事件；评级留待Stage 4。,Stage3_Supplement;Source_Checked
2026W35-SUP-002,2026-08-24,2026-08-24,Global,Technology,Space_Compute;Commercial_Space,Kepler Communications,Kepler光学数据中继星座进入商业服务,Kepler宣布首批下一代光学数据中继卫星完成调试并向客户提供实时连接、在轨计算和托管载荷服务。,Kepler / GlobeNewswire,Company,https://www.globenewswire.com/news-release/2026/08/24/3349844/0/en/kepler-delivers-optical-infrastructure-for-real-time-space-operations.html,A_Active,,5,4,4,4.50,S,S级：Kepler宣布首批下一代光学数据中继卫星完成调试并向客户提供实时连接、在轨计算和托管载荷服务。,Yes,事件直接验证或扩展星上计算、在轨数据处理或航天器自主能力，是太空算力主航道的实证节点。,优先评估任务成熟度、可复制性和客户/任务扩张节奏。,跟踪在轨性能指标、后续任务部署、客户采用和软硬件架构细节。,Stage 3去重后补充的独立事件；评级留待Stage 4。,Stage3_Supplement;Source_Checked
2026W35-SUP-016,2026-08-25,2026-08-25,US,Technology,Space_Compute,NASA,NASA发布面向自主空间任务的系统工程与故障管理方法,NASA发布将基于模型的系统工程与故障管理结合的方法，用于提升航天器自主任务能力。,NASA,Government,https://science.nasa.gov/science-research/science-enabling-technology/technology-highlights/integrating-model-based-systems-engineering-and-fault-management-to-enable-autonomous-space-missions/,S_Core,,5,4,4,4.50,S,S级：NASA发布将基于模型的系统工程与故障管理结合的方法，用于提升航天器自主任务能力。,Yes,事件直接验证或扩展星上计算、在轨数据处理或航天器自主能力，是太空算力主航道的实证节点。,优先评估任务成熟度、可复制性和客户/任务扩张节奏。,跟踪在轨性能指标、后续任务部署、客户采用和软硬件架构细节。,Stage 3去重后补充的独立事件；评级留待Stage 4。,Stage3_Supplement;Source_Checked
2026W35-S4-005,2026-08-25,2026-08-25,US,Policy,Commercial_Space,美国政府,美国发布国家空间运输政策,美国国家空间运输政策要求扩大商业发射与再入基础设施、优化联邦靶场调度并部署关键发射走廊和频谱保障。,Federal Register / White House,Government,https://www.federalregister.gov/documents/2026/08/25/2026-17372/the-national-space-transportation-policy,S_Core,,4,5,4,4.30,S,S级：美国国家空间运输政策要求扩大商业发射与再入基础设施、优化联邦靶场调度并部署关键发射走廊和频谱保障。,Yes,政策/采购信号直接影响商业航天部署条件或芯片、算力供给侧；应与具体预算、执行细则和项目清单交叉验证。,将其作为监管、供给和采购节奏的领先指标，而非直接等同于新增商业收入。,跟踪实施细则、预算/采购公告、入选企业及项目落地时间。,Stage 4 verified supplement; independent action within reporting window.,Stage4_Supplement;Source_Checked
2026W35-S4-006,2026-08-25,2026-08-25,US,Policy,Commercial_Space,FAA,FAA就新建发射场与关键发射走廊优先空域征求意见,FAA发布RFI，就新建商业发射场选址及关键发射走廊优先空域的开发和使用征求行业意见。,Federal Register / FAA,Government,https://www.federalregister.gov/documents/2026/08/25/2026-17290/siting-new-spaceports-and-use-of-priority-airspace-for-critical-space-launch-corridors,S_Core,,4,5,4,4.30,S,S级：FAA发布RFI，就新建商业发射场选址及关键发射走廊优先空域的开发和使用征求行业意见。,Yes,政策/采购信号直接影响商业航天部署条件或芯片、算力供给侧；应与具体预算、执行细则和项目清单交叉验证。,将其作为监管、供给和采购节奏的领先指标，而非直接等同于新增商业收入。,跟踪实施细则、预算/采购公告、入选企业及项目落地时间。,Stage 4 verified supplement; independent action within reporting window.,Stage4_Supplement;Source_Checked
2026W35-S4-003,2026-08-24,2026-08-24,China,Policy,Commercial_Space;Chip,上海市人民政府,上海印发新型工业化“十五五”规划，部署卫星互联网与关键配套,上海市发布新型工业化“十五五”规划，提出推进商业航天、卫星互联网、星载相控阵天线和手机直连卫星等关键配套。,上海市人民政府,Government,https://www.shanghai.gov.cn/nw12344/20260824/0c052ef0042c4a09bcae2adfe2babe62.html,S_Core,,4,4,4,4.00,A,A级：上海市发布新型工业化“十五五”规划，提出推进商业航天、卫星互联网、星载相控阵天线和手机直连卫星等关键配套。,Yes,政策/采购信号直接影响商业航天部署条件或芯片、算力供给侧；应与具体预算、执行细则和项目清单交叉验证。,将其作为监管、供给和采购节奏的领先指标，而非直接等同于新增商业收入。,跟踪实施细则、预算/采购公告、入选企业及项目落地时间。,Stage 4 verified supplement; independent action within reporting window.,Stage4_Supplement;Source_Checked
2026W35-PUB-065,2026-08-25,2026-08-25,China,Technology,Commercial_Space,,航天垂直大模型“华山”健康管理模块完成星上在轨实测验证-中新网,航天垂直大模型“华山”健康管理模块完成星上在轨实测验证-中新网,chinanews.com.cn,Industry_Media,https://www.chinanews.com.cn/sh/2026/08-25/10684178.shtml,Watch,,5,4,4,4.50,A,A级：航天垂直大模型“华山”健康管理模块完成星上在轨实测验证-中新网,Yes,事件直接验证或扩展星上计算、在轨数据处理或航天器自主能力，是太空算力主航道的实证节点。,优先评估任务成熟度、可复制性和客户/任务扩张节奏。,跟踪在轨性能指标、后续任务部署、客户采用和软硬件架构细节。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,pass_a_bocha
2026W35-S4-004,2026-08-26,2026-08-26,China,Policy,Commercial_Space;AI,上海市人民政府,上海印发战略性新兴产业“十五五”规划，明确商业航天和卫星互联网赛道,上海市发布战略性新兴产业“十五五”规划，明确推动卫星互联网与北斗、6G、AI融合，加快千帆星座低轨组网及星间激光链路、星载相控阵天线等配套。,上海市人民政府,Government,https://www.shanghai.gov.cn/nw12344/20260826/0f32f0c1379a4e949a1ca414b0be25b5.html,S_Core,,4,4,4,4.00,A,A级：上海市发布战略性新兴产业“十五五”规划，明确推动卫星互联网与北斗、6G、AI融合，加快千帆星座低轨组网及星间激光链路、星载相控阵天线等配套。,Yes,政策/采购信号直接影响商业航天部署条件或芯片、算力供给侧；应与具体预算、执行细则和项目清单交叉验证。,将其作为监管、供给和采购节奏的领先指标，而非直接等同于新增商业收入。,跟踪实施细则、预算/采购公告、入选企业及项目落地时间。,Stage 4 verified supplement; independent action within reporting window.,Stage4_Supplement;Source_Checked
2026W35-PUB-001,2026-08-30,2026-08-30,China,Technology,Space_Compute;AI,,全球首个太空算力云实现常态化在轨试验服务,全球首个太空算力云实现常态化在轨试验服务,stdaily.com,Industry_Media,https://www.stdaily.com/web/gdxw/2026-08/30/content_572166.html,Watch,,5,4,4,4.50,A,A级：全球首个太空算力云实现常态化在轨试验服务,Yes,事件直接验证或扩展星上计算、在轨数据处理或航天器自主能力，是太空算力主航道的实证节点。,优先评估任务成熟度、可复制性和客户/任务扩张节奏。,跟踪在轨性能指标、后续任务部署、客户采用和软硬件架构细节。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,Pass_C
2026W35-FIN-026,2026-08-24,2026-08-24,China,Financing,Commercial_Space,锐莱新能源,锐莱新能源完成A+轮融资,商业航天液冷系统技术研发应用服务商；融资轮次：A+轮；原始披露金额：数千万元；原始币种：CNY；人民币换算：N/A；美元换算：N/A；投资方：英诺基金；方广资本；集萃华财；湘江信成；金雨茂物。,企查查（境内）,Manual financing import,https://www.qcc.com/product/f185c9d8e89edc63c64b27c167bc03fb.html,Manual,,3,4,3,3.30,B,B级：商业航天液冷系统技术研发应用服务商；融资轮次：A+轮；原始披露金额：数千万元；原始币种：CNY；人民币换算：N/A；美元换算：N/A；投资方：英诺基金；方广资本；集萃华财；湘江信成；金雨茂物。,Yes,融资流向卫星、发射或航天热控等载体环节，影响太空算力的部署能力、载荷资源与单位成本。,用于识别可合作的载体与供应链公司，重点核验技术用途、投资方及客户/订单。,跟踪融资到账、量产/发射计划、政府合同与星上数据处理能力。,来自企查查domestic清单；商业航天、卫星、火箭、遥感或空间基础设施；1 USD=6.7811 CNY；汇率日期：2026-08-28；来源：国家外汇管理局人民币汇率中间价 https://www.safe.gov.cn/AppStructured/hlw/RMBQuery.do。,Manual_Import
