event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
2026W37-RESCAN-004,2026-09-07,2026-09-07,Global,Technology,Space_Compute;Commercial_Space;Chip,ArkEdge Space,ArkEdge Space自研星载计算机完成超一年在轨验证并实现飞行软件全量更新,ArkEdge Space宣布其自研星载计算机已在AE2a卫星上稳定运行超过一年，完成辐射影响定量评估，并在发射后实现飞行软件全量更新；该设备已用于通用6U平台及后续任务。,ArkEdge Space,Official,https://arkedgespace.com/en/news/2026-09-07_obc,S_Core,,5,4,4,4.50,S,S级；星载计算机获得持续在轨运行、辐射评估和软件更新的完整工程证据。,Yes,可更新星载通用计算平台的飞行履历与在轨可维护性判断。,比单纯产品发布更接近可采购、可复用的工程证据。,跟踪处理器规格、辐射指标、后续卫星采用量和商业订单。,核心事件定向补检；公司原始在轨验证公告。,core_rescan_official
2026W37-PUB-122,2026-09-08,2026-09-08,China,Financing,Space_Compute;Commercial_Space,氦星光联,氦星光联完成超5亿元A2轮融资，披露三体计算星座首批12星激光通信载荷供货,氦星光联完成超5亿元A2轮融资，2026年累计融资超7亿元；公司披露其第一代产品已在轨运行，并成为三体计算星座首批12颗卫星激光通信载荷独家供应商。,新浪科技（证券日报转载）,Industry_Media,https://finance.sina.com.cn/tech/roll/2026-09-07/doc-iniqyvrz0348766.shtml,S_Core,http://www.zqrb.cn/gscy/qiyexinxi/2026-09-08/A1788856849126.html,5,4,4,4.50,S,S级；融资金额越过境内5亿元门槛，且在轨激光链路与计算星座供货关系明确。,Yes,资本与首批计算星座订单同时验证了星间激光通信这一关键瓶颈的产业化节奏。,应把它纳入关键链路供应商跟踪，而非一般商业航天融资。,跟踪12星交付、在轨链路速率、量产良率及后续星座批次。,核心事件补检：原记录虽已入库，但未识别超5亿元金额、在轨产品及三体计算星座首批12星独家供货三项直接关联证据，现按主航道融资重评。,core_rescan_core_media
2026W37-RESCAN-002,2026-09-12,2026-09-15,China,Policy,Space_Compute;Commercial_Space;Chip,京津冀太空算力产业长廊,京津冀四地发起太空算力产业长廊倡议，提出2028年前后发射首颗试验星,北京经开区、天津经开区、雄安新区和廊坊共同发起京津冀太空算力产业长廊倡议；北京太空智能计算研究院将围绕太空算力芯片、星间激光通信、能源热控、天地一体网络和安全标准攻关，并提出2028年前后发射首颗试验星。,北京市人民政府,Official,https://www.beijing.gov.cn/fuwu/lqfw/gggs/202609/t20260915_4864298.html,S_Core,,5,4,4,4.50,S,S级；跨区域产业协同、关键技术清单和试验星时间表均直接指向太空算力基础设施。,Yes,地方产业政策开始从单点项目转向芯片、链路、能源热控和标准的系统组织。,可作为国内区域资源配置与潜在项目落地的领先信号。,跟踪研究院实体化、专项资金、首星招标和标准立项。,延迟披露补检：发布日为9月15日，事件发生日为9月12日，按事件日纳入。,core_rescan_delayed_official
2026W37-RESCAN-001,2026-09-13,2026-09-15,China,Technology,Space_Compute;Commercial_Space;AI,明珠星座,明珠星座计划正式启动，27家单位签约共建吉瓦级太空算力星座,明珠星座计划在2026浦江创新论坛期间正式启动，27家产学研单位完成合作签约；计划按技术验证、能力迭代、星座组网分阶段推进，并提出2030年前建设吉瓦级太空算力星座。,国家科技管理信息系统公共服务平台,Official,https://www.ncsti.gov.cn/kjdt/kjrd/qtrd_kjrd/202609/t20260915_256172.html,S_Core,,5,4,4,4.50,S,S级；正式计划启动和27方签约直接推动太空算力星座的组织与工程化。,Yes,国内太空算力从论坛讨论转向联合体、路线图和分阶段建设安排。,重点核验吉瓦级目标背后的单星功率、组网规模、算力架构和出资机制。,跟踪首颗验证星、牵头主体、预算来源和真实采购合同。,延迟披露补检：发布日为9月15日，事件发生日为9月13日，按周报事件日口径纳入。与论坛综述PUB-035不同，本条为独立计划启动及27方签约，具有独立来源、独立节点和独立决策含义。,core_rescan_delayed_official
2026W37-RESCAN-005,2026-09-08,2026-09-08,Global,Technology,Commercial_Space;Space_Compute,ICRAR / Northrop Grumman,ICRAR与Northrop Grumman完成双向星地激光通信演示并验证SDA波形兼容调制解调器,ICRAR使用TeraNet-2完成双向星地激光通信演示，覆盖卫星捕获跟踪、数据传输及自适应光学；其调制解调器按SDA Tranche 1波形标准设计。,ICRAR,Official,https://www.icrar.org/icrar-ng-tn2/,S_Core,,4,4,4,4.00,A,A级；关键星地光链路完成双向演示，并提供与主流星座标准兼容的工程信号。,Yes,高速、标准化光链路是空间算力数据回传与分布式协同的重要可用性前提。,应纳入链路标准兼容性和地面光站成熟度的证据库。,跟踪实际吞吐、天气可用率、链路预算及与SDA终端互操作结果。,核心事件定向补检；研究机构原始公告。,core_rescan_official
2026W37-RESCAN-006,2026-09-08,2026-09-08,Global,Technology,Commercial_Space;Space_Compute,Astrogate Labs,Astrogate Labs推进印度本土光学星间链路，10Gbps星地终端已达TRL 8,Astrogate Labs宣布推进印度首个本土光学星间链路在轨任务；公司披露10Gbps星地光通信终端已完成现场演示并达到TRL 8，且已向ISRO供货，OISL目标于2027年具备飞行条件。,PR Newswire / Astrogate Labs,Industry_Media,https://www.prnewswire.com/in/news-releases/astrogate-labs-to-put-indias-first-indigenous-optical-inter-satellite-link-in-orbit-302871861.html,S_Core,,4,4,4,4.00,A,A级；10Gbps终端、TRL 8和OISL飞行路线图构成关键链路的可验证进展。,Yes,印度本土光链路供应链正在从星地终端向星间互联扩展。,可作为全球光通信终端供应商与互操作生态的新增对标。,跟踪2027年OISL载荷上星、合作卫星、误码率和量产订单。,核心事件定向补检；公司新闻稿经PR Newswire发布。OISL尚未完成在轨验证，评级不按已部署表述。,core_rescan_company_release
2026W37-RESCAN-003,2026-09-09,2026-09-09,US,Technology,Space_Compute;Commercial_Space,Eclipse Space,Eclipse Space发布SurgeSat在轨计算平台，提出100千瓦峰值功率与400平方米散热器,Eclipse Space发布三型卫星平台，其中SurgeSat面向在轨计算，设计峰值功率100千瓦并配套约400平方米散热器；公司将首个演示任务调整至2028年。,Payload,Industry_Media,https://payloadspace.com/eclipse-space-unveils-three-satellite-platforms-for-constellations/,S_Core,,5,3,4,4.20,A,A级；首次披露面向在轨计算的平台级功率与散热设计，但尚处产品路线图阶段。,Yes,100千瓦级功率与大面积散热器把空间数据中心的能源热控约束具体化。,可用于建立在轨计算平台功率密度、散热面积和部署时点的对标。,跟踪2028演示资金、载荷客户、质量预算和热真空验证。,核心事件定向补检。产品发布与既有事件无同一任务/交易重复。,core_rescan_core_media
2026W37-PUB-065,2026-09-10,2026-09-10,Global,Policy,Commercial_Space;AI,,Orbital Selects Reflex as Exclusive Satellite Platform Partner for Space Data Center Constellation | Reflex Aerospace,"leases/orbital-selects-reflex-as-exclusive-satellite-platform-partner-space-data-center-constellation"",""datePublished"":""2026-09-10T18:00:38+0200"",""dateModified"":""2026-09-10T18:00:40+0200"",""headline"":""Orbital Selects Reflex Aerospace as Exclusive Satellite Platform Partner for Planned Space Data Center Constellation"",""author"":""Sam Bender"", ve Satellite Platform Partner for Planned Space Data Center Constellation 10 Sept Written By Sam Bender Berlin, Germany September 10, 2026 – Orbital has selected Reflex Aerospace, a leading German satellite manufacturer, as its spacecraft platform partner and",reflexaerospace.com,Industry_Media,https://www.reflexaerospace.com/press-releases/orbital-selects-reflex-as-exclusive-satellite-platform-partner-space-data-center-constellation,Watch,,5,4,4,4.50,A,A级；政策、采购或治理动作影响载体、链路或产业资源配置。,Yes,该动作可能改变太空基础设施的采购、许可或协同边界。,作为部署节奏与需求侧信号，不直接等同于收入。,跟踪正式文件、预算、采购与执行清单。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。; Stage5 compliance correction: replace C-level body item with reviewed A-level item.,pass_a_web
2026W37-SUP-010,2026-09-10,2026-09-10,US,Technology,Commercial_Space;AI,NASA / IBM,NASA与IBM发布用于月球科学的开源AI基础模型,NASA与IBM发布用于月球科学的开源AI基础模型,NASA Science,Official,https://science.nasa.gov/science-research/artificial-intelligence-lunar-foundation-model/,S_Core,,4,4,4,4.00,A,A级；事件属于载体、链路或地面供给侧参照。,Yes,事件影响部署成本、数据通道或可迁移技术供给。,作为主航道外部约束与节奏证据。,跟踪任务、合同、可靠性与后续部署。,阶段1-2定向补扫；官方来源已验证。,Stage12_Supplement
2026W37-PUB-048,2026-09-11,2026-09-11,China,Financing,Space_Compute;Commercial_Space;Chip;AI,星测未来,"「星测未来」连续完成两轮数亿元融资:37张先进制程GPU稳定在轨运行,布局首个云端协同太空算力星座「扶摇计划」-36氪","接：从""奢侈品""走向""普惠化"" 阿至 资深作者 关注未来产业报道，欢迎沟通，414023228 发表文章 104 篇 最近内容 「星测未来」连续完成两轮数亿元融资：37张先进制程GPU稳定在轨运行，布局首个云端协同太空算力星座「扶摇计划」 2026-09-11 对话深之蓝董事长魏建仓：海洋产业有其特殊性，单靠资本和规模无法快速获得竞争力｜产业专访 2026-08-26 首发｜星邑空间完成数亿元A轮融资，一家商业航天测运控公司的八年长跑与「重生」 2026-08-26 阅读更多内容，狠戳这里 提及的AI 查看AI测评 EC 36氪AI测评 选靠谱AI，看真实评测 查看 36氪AI测评官方交流社区 加入 36氪项目推荐 咨询项目审核和入驻 联系 36氪项目推荐订阅号 关注 提",36kr.com,Industry_Media,https://www.36kr.com/p/3978756821842688,Watch,https://www.topnews.cn/news/145EDFE448B04878;https://www.topnews.cn/news/145EDFE545B84472;https://m.163.com/dy/article/L6IOVIT00519BQPG.html;https://news.qq.com/rain/a/20260912A04QCD00;https://www.lejucaijing.com/news-7504357915697542476.html,5,4,4,4.50,A,A级；融资反映资本对商业航天、芯片或AI基础设施供给的配置。,Yes,资金可能改变载体、芯片、链路或算力基础设施的供给节奏。,核验资金用途、战略投资方、客户与工程化节点。,跟踪公开融资原文、资金到账、订单和产品验证。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。 已合并企查查及同一融资交易的多家转载来源。,pass_a_bocha
2026W37-PUB-035,2026-09-12,2026-09-12,Global,Technology,Space_Compute;Commercial_Space;AI,,多项太空算力成果集中发布!这场专题论坛解锁“算力上天”创新发展机遇 -- 飞象网,,cctime.com,Industry_Media,http://www.cctime.com/html/2026-9-12/1742725.htm,Watch,,5,4,4,4.50,A,A级；事件直接触及在轨计算、空间数据处理或星地协同。,Yes,它为太空算力商业化或工程化提供直接证据。,优先评估可复制性、调用模式和性能边界。,跟踪在轨指标、客户调用、后续星座与服务定价。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,pass_a_bocha
2026W37-SUP-001,2026-09-12,2026-09-12,US,Policy,Commercial_Space,U.S. Space Force / WGS-12,美国与十个国际伙伴签署WGS多国协议第三修正案，为WGS-12筹集3.02亿美元,美国与十个国际伙伴签署WGS多国协议第三修正案，为WGS-12筹集3.02亿美元,United States Space Force,Official,https://www.spaceforce.mil/News/Article-Display/Article/4599066/us-international-partners-to-bolster-global-secure-communications-with-updated/,S_Core,,4,4,4,4.00,A,A级；政策、采购或治理动作影响载体、链路或产业资源配置。,Yes,该动作可能改变太空基础设施的采购、许可或协同边界。,作为部署节奏与需求侧信号，不直接等同于收入。,跟踪正式文件、预算、采购与执行清单。,阶段1-2定向补扫；官方来源已验证。,Stage12_Supplement
2026W37-PUB-007,2026-09-13,2026-09-13,US,Financing,Space_Compute;Commercial_Space;AI,Sophia Space,Sophia Space与SLI签署3亿美元资产融资条款，拟建设10星高性能边缘计算星座,Sophia Space与Space Leasing International签署非约束性融资条款框架，拟为10颗高性能边缘计算卫星提供最高3亿美元资产融资；公司称该星座相当于240台边缘服务器，最早计划于2028年启动部署。,Sophia Space,Official,https://sophia.space/news/sophia-space-and-sli-set-terms-for-300-million-asset-financing-for-10-satellite-high-performance-edge-computing-constellation,S_Core,,5,3,4,4.20,A,A级；3亿美元资产融资框架直接指向10星空间边缘计算星座，但仍为非约束性条款。,Yes,若完成交割，将把空间数据中心从概念验证推进到可融资的资产部署模式。,可作为空间算力资产融资结构和单位星成本的先行样本，不能视为资金已经到账。,跟踪正式融资协议、首批卫星订单、发射合同与2028年部署节点。,核心事件补检：原记录仅指向新闻列表页且被通用规则降为B；已替换为公司原始公告。融资为非约束性框架，故不按已交割融资表述。,core_rescan_official
