event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
W30-S010,2026-07-20,2026-07-20,China,Technology,Space computing,SenseTime / ADASpace,SenseTime Joins ADASpace Space-computing Constellation Project,"SenseTime and ADASpace agreed to cooperate on a planned 2,800-satellite network intended to perform AI computing tasks in orbit.",Light Reading,Fail-Closed supplemental scan,https://www.lightreading.com/satellite/china-s-sensetime-backs-ai-space-computing-project,A_Active,,5,4,4,4.50,S,相关性5/5、产业影响4/5、新颖性4/5；加权4.50。,Yes,进入阶段4复核：关注其对星上算力供给、载体部署、数据链路或地面AI基础设施的影响。,用于校准技术路线、生态合作、融资对标或政策风险判断。,跟踪后续正式公告、在轨数据、合同执行或下一任务节点。,Added after Stage 3 structural shortfall; independently validated in-window event atom.,Fail_Closed_Supplement
W30-P002,2026-07-21,2026-07-21,China,Technology,Public scan,中国太空算力产业,太空算力，将数据中心搬上天（经济聚焦·走进“中国智造”）_新闻频道_央视网(cctv.com),太空算力，将数据中心搬上天（经济聚焦·走进“中国智造”）_新闻频道_央视网(cctv.com) (https://news.cctv.com/2026/07/21/ARTIcuK9D5xVwBft09bq5IUu260721.shtml),news.cctv.com,Public web,https://news.cctv.com/2026/07/21/ARTIcuK9D5xVwBft09bq5IUu260721.shtml,A_Active,,5,4,4,4.50,S,相关性5/5、产业影响4/5、新颖性4/5；加权4.50。,Yes,进入阶段4复核：关注其对星上算力供给、载体部署、数据链路或地面AI基础设施的影响。,用于校准技术路线、生态合作、融资对标或政策风险判断。,跟踪后续正式公告、在轨数据、合同执行或下一任务节点。,Pass C verified in-window; Stage 2 retains all hits without relevance filtering.,Pass_A_or_B
W30-S024,2026-07-24,2026-07-24,China,Technology,On-orbit AI / rapid Earth observation,东坡十三号 / 东坡十四号,6颗“东坡”卫星顺利升空 眉山环天星座迈入20星时代,东坡十三号、十四号搭载AI智能载荷，星箭分离后约1.5小时传回首批高清遥感影像。,人民网四川频道（四川日报）,Fail-Closed supplemental scan,https://sc.people.com.cn/n2/2026/0723/c379470-41647302.html,A_Active,,5,4,4,4.50,S,相关性5/5、产业影响4/5、新颖性4/5；加权4.50。,Yes,进入阶段4复核：关注其对星上算力供给、载体部署、数据链路或地面AI基础设施的影响。,用于校准技术路线、生态合作、融资对标或政策风险判断。,跟踪后续正式公告、在轨数据、合同执行或下一任务节点。,Added after Stage 3 structural shortfall; independently validated in-window event atom.,Fail_Closed_Supplement
W30-S025,2026-07-24,2026-07-24,China,Technology,Space data center demonstration,辰光一号,“辰光一号”技术试验卫星成功发射 北京太空算力首创技术成果将进行在轨验证,辰光一号搭载空间聚光型太阳能电池、石墨烯柔性辐冷板等太空数据中心关键技术成果开展在轨验证。,人民网北京频道,Fail-Closed supplemental scan,https://bj.people.com.cn/n2/2026/0724/c14540-41649011.html,A_Active,,5,4,4,4.50,S,相关性5/5、产业影响4/5、新颖性4/5；加权4.50。,Yes,进入阶段4复核：关注其对星上算力供给、载体部署、数据链路或地面AI基础设施的影响。,用于校准技术路线、生态合作、融资对标或政策风险判断。,跟踪后续正式公告、在轨数据、合同执行或下一任务节点。,Added after Stage 3 structural shortfall; independently validated in-window event atom.,Fail_Closed_Supplement
W30-F095,2026-07-20,2026-07-20,China,Financing,commercial_space,星波动力,星波动力完成B轮融资,运载机构轻量化解决方案提供商；原始金额：-；投资方：太浩创投；人民币换算：N/A；美元换算：N/A。,企查查（境内）,Manual financing import,https://www.qcc.com/product/251b6438d1bb14ca5b9e13160045d90e.html,Manual,,4,3,4,3.70,A,相关性4/5、产业影响3/5、新颖性4/5；加权3.70。,Yes,进入阶段4复核：关注其对星上算力供给、载体部署、数据链路或地面AI基础设施的影响。,用于校准技术路线、生态合作、融资对标或政策风险判断。,跟踪后续正式公告、在轨数据、合同执行或下一任务节点。,来自企查查（境内）清单 + 行业归属：商业航天/卫星/火箭/遥感；原始币种 未披露。 融资来源补全门已执行：公司+金额/轮次、公司+日期、公司+投资方三类查询；截至2026-07-27未找到可确认本周交易的独立公开来源，保留企查查主记录。,Manual_Import
W30-F099,2026-07-20,2026-07-20,China,Financing,commercial_space,星遥光宇,星遥光宇完成数亿元战略融资,公开报道口径为数亿元战略融资；用于空间激光通信、星载红外遥感技术迭代和智能产线升级。,腾讯新闻（科创板日报）,Manual financing import,https://news.qq.com/rain/a/20260720A0A2G800,Manual,https://www.qcc.com/product/ec0045fff1e598b802a4ad30868b8010.html,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,进入阶段4复核：关注其对星上算力供给、载体部署、数据链路或地面AI基础设施的影响。,用于校准技术路线、生态合作、融资对标或政策风险判断。,跟踪后续正式公告、在轨数据、合同执行或下一任务节点。,来自企查查（境内）清单 + 行业归属：商业航天/卫星/火箭/遥感；原始币种 CNY。 融资来源补全门已执行：公司+金额/轮次、公司+日期、公司+投资方三类查询；已找到公开报道，企查查降为交叉验证。,Manual_Import
W30-F102,2026-07-20,2026-07-20,China,Financing,commercial_space,折跃科技,折跃科技完成天使轮融资,电动垂直起降整机核心系统供应商；原始金额：-；投资方：鑫霓资产，一村资本，Empower Alpha Limited，RoboX (BVI) Limited；人民币换算：N/A；美元换算：N/A。,企查查（境内）,Manual financing import,https://www.qcc.com/product/e18e761a7f272fe4eac31f4a0d85f4c2.html,Manual,,4,3,4,3.70,A,相关性4/5、产业影响3/5、新颖性4/5；加权3.70。,Database_Only,进入阶段4复核：关注其对星上算力供给、载体部署、数据链路或地面AI基础设施的影响。,用于校准技术路线、生态合作、融资对标或政策风险判断。,跟踪后续正式公告、在轨数据、合同执行或下一任务节点。,来自企查查（境内）清单 + 行业归属：商业航天/卫星/火箭/遥感；原始币种 未披露。 融资来源补全门已执行：公司+金额/轮次、公司+日期、公司+投资方三类查询；截至2026-07-27未找到可确认本周交易的独立公开来源，保留企查查主记录。 Stage 4 financing 30% cap compression.,Manual_Import
W30-P040,2026-07-21,2026-07-21,US,Financing,commercial_space,AST SpaceMobile,PRN_FinancialWrapper | PR Newswire - AST SpaceMobile Announces Completion of Private Offering of $1.15 Billion of Convertible Senior Notes Due 2034,"PRN_FinancialWrapper | PR Newswire - AST SpaceMobile Announces Completion of Private Offering of $1.15 Billion of Convertible Senior Notes Due 2034 (https://markets.financialcontent.com/prnews.pressre/article/bizwire-2026-7-21-ast-spacemobile-announces-completion-of-private-offering-of-115-billion-of-convertible-senior-notes-due-2034)
citeturn736view0 [wordlim: 200] Content type: text/html; Source: open({""ref_id"":""https://markets.financialcontent.com/prnews.pressre/article/bizwire-2026-7-21-ast-spacemobile-announces-completion-of-private-offering-of-115-billion-of-convertible-senior-notes-due-2034"",""lineno"":null}); Total lines: 595
L0: cite0†Accessibility Statement†www.cision.com cite1†Skip Navigation [Input]
L1: 
L2:   * cite2†News in Focus L3:     *       * ## cite3†Browse News Releases L4: 
L5:       * cite4†All News Releases L6:       * cite5†All Public Company L7:       * cite6†English-only L8:       * ## cite3†News Releases Overview L9: 
L10:       * ## cite7†Multimedia Gallery L11: 
L12:       * cite8†All Multimedia L13:       * cite9†All Photos L14:       * cite10†All Videos L15:       * ## cite7†Multimedia Gallery Overview L16: 
L17:       * ## cite11†Trending Topics L18: 
L19:       * cite11†All Trending Topics L20:   * cite2†Business & Money L21:     *       * ## cite12†Auto & Transportation L22:       * cite13†All Automotive & Transportation L23:       * cite14†Aerospace, Defense L24:       * cite15†Air Freight L25:       * cite16†Airlines & Aviation L26:       * cite17†Automotive L27:       * cite18†Maritime & Shipbuilding L28:       * cite19†Railroads and Intermodal Transportation L29:       * cite20†Supply Chain/Logistics L30:       * cite21†Transportation, Trucking & Railroad",markets.financialcontent.com,Public web,https://markets.financialcontent.com/prnews.pressre/article/bizwire-2026-7-21-ast-spacemobile-announces-completion-of-private-offering-of-115-billion-of-convertible-senior-notes-due-2034,A_Active,,4,3,4,3.70,A,相关性4/5、产业影响3/5、新颖性4/5；加权3.70。,Yes,进入阶段4复核：关注其对星上算力供给、载体部署、数据链路或地面AI基础设施的影响。,用于校准技术路线、生态合作、融资对标或政策风险判断。,跟踪后续正式公告、在轨数据、合同执行或下一任务节点。,Pass C verified in-window; Stage 2 retains all hits without relevance filtering.,Pass_A_or_B
W30-F090,2026-07-21,2026-07-21,China,Financing,commercial_space,富林岚,富林岚完成数千万元Pre-A+++轮融资,旋翼系统研产商；原始金额：-；投资方：中衡设计；人民币换算：N/A；美元换算：N/A。,腾讯新闻（猎云网）,Manual financing import,https://news.qq.com/rain/a/20260721A07V1L00,Manual,https://www.qcc.com/product/effd45cbf89d56aab75f75a3c0cbc85b.html,4,3,4,3.70,A,相关性4/5、产业影响3/5、新颖性4/5；加权3.70。,Yes,进入阶段4复核：关注其对星上算力供给、载体部署、数据链路或地面AI基础设施的影响。,用于校准技术路线、生态合作、融资对标或政策风险判断。,跟踪后续正式公告、在轨数据、合同执行或下一任务节点。,来自企查查（境内）清单 + 行业归属：商业航天/卫星/火箭/遥感；原始币种 未披露。 融资来源补全门已执行：公司+金额/轮次、公司+日期、公司+投资方三类查询；已找到公开报道，企查查降为交叉验证。,Manual_Import
W30-F093,2026-07-21,2026-07-21,China,Financing,commercial_space,北京通飞,北京通飞完成种子轮融资,民营新能源飞机制造商；原始金额：-；投资方：新鼎资本；人民币换算：N/A；美元换算：N/A。,腾讯新闻（亿欧数据）,Manual financing import,https://news.qq.com/rain/a/20260723A0CXC100,Manual,https://www.qcc.com/product/303d46274fd0b11ba3be7ccf4e7aa5c8.html,4,3,4,3.70,A,相关性4/5、产业影响3/5、新颖性4/5；加权3.70。,Yes,进入阶段4复核：关注其对星上算力供给、载体部署、数据链路或地面AI基础设施的影响。,用于校准技术路线、生态合作、融资对标或政策风险判断。,跟踪后续正式公告、在轨数据、合同执行或下一任务节点。,来自企查查（境内）清单 + 行业归属：商业航天/卫星/火箭/遥感；原始币种 未披露。 融资来源补全门已执行：公司+金额/轮次、公司+日期、公司+投资方三类查询；已找到公开报道，企查查降为交叉验证。,Manual_Import
