event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
2026-W28-EVT-068,2026-07-06,2026-07-06,US,Policy,Commercial_Space,SpaceX,"SpaceX files FCC application for a 100,000-satellite Gen3 Starlink constellation","SpaceX sought FCC authority for a 100,000-satellite Gen3 system using two VLEO shell groups and expanded high-frequency links.",通信世界网,Industry_Media,https://www.cww.net.cn/article?id=611492,A_Active,,4,5,5,4.50,S,已补扫并核实；按同心圆、产业影响和新颖性评分。,Yes,申请把星链从宽带星座进一步推向面向政府、企业和 AI 设备的超大容量网络，频谱与发射能力将成为首要约束。,这是太空算力数据通道与星间网络规模化的重要上游信号。,FCC 受理、反对意见、处理轮次与分阶段授权规模。,阶段1补扫；事实按所列来源核实。,Pass_A_Supplement
2026-W28-EVT-073,2026-07-08,2026-07-08,US,Policy,Space_Compute,Environmental and science groups / FCC,Groups call for federal environmental review of orbital data-center proposals,Environmental and scientific groups called for federal review of proposed orbital data-center constellations and challenged the absence of FCC environmental assessment.,Space.com,Core_Media,https://www.space.com/astronomy/earth/reckless-space-based-data-centers-lack-environmental-review-drawing-criticism,A_Active,,5,4,4,4.50,S,已补扫并核实；按同心圆、产业影响和新颖性评分。,Yes,轨道数据中心首次更明确地进入 NEPA 与星座环境治理争议，商业模式的监管成本可能前置。,产品路线不能只算发射和能源，还要把再入、光污染与累计环境影响纳入可行性。,FCC 是否要求项目级或累积性环境审查。,阶段1补扫；事实按所列来源核实。,Pass_A_Supplement
2026-W28-EVT-081,2026-07-10,2026-07-10,China,Technology,Commercial_Space,中国运载火箭技术研究院,长征十号乙完成首次可控回收和全球首次海上网系回收,长征十号乙将卫星送入预定轨道，并以海上网系方式完成一级垂直回收。,国家航天局,Official,https://www.cnsa.gov.cn/n6758823/n6758838/c10761540/content.html,S_Core,,4,5,5,4.50,S,已补扫并核实；按同心圆、产业影响和新颖性评分。,Yes,中国大运力低成本进入空间能力跨过关键工程验证节点，直接改善大规模算力星座的部署经济性。,重点评估回收后复飞、周转周期和单位发射成本，而非只看首次回收。,一级复飞、回收后检测结果与年度发射节奏。,阶段1补扫；事实按所列来源核实。,Pass_A_Supplement
2026-W28-EVT-082,2026-07-10,2026-07-10,US,Technology,Space_Compute,NASA / Sandia / Aerospace Corp.,NASA R5-S9 CubeSat launches edge-computing and optical-communications demonstrations,NASA's R5-S9 CubeSat launched on Transporter-17 with an edge-computing payload for autonomous observation and a low-cost optical communications demo.,NASA,Official,https://www.nasa.gov/blogs/smallsatellites/2026/07/10/nasa-cubesat-to-speed-technology-testing-in-orbit/,S_Core,,5,4,5,4.70,S,已补扫并核实；按同心圆、产业影响和新颖性评分。,Yes,这是本周最直接的星上边缘计算实证之一，把 COTS 小卫星平台、自治观测和光通信放进同一在轨验证。,应拆解其处理器、模型任务、功耗和数据下行节省比例，作为产品基准。,在轨开机、演示结果和技术参数披露。,阶段1补扫；事实按所列来源核实。,Pass_A_Supplement
2026-W28-EVT-041,2026-07-06,2026-07-06,China,Technology,Commercial_Space,待阶段3原文复核,我国成功发射千帆星座组网卫星,页面级候选：自动读取确认页面含本周日期；具体事件事实与相关性待阶段3原文复核。,cnsa.gov.cn,Official,https://www.cnsa.gov.cn/n6758823/n6758838/c10760960/content.html,S_Core,,4,4,4,4.00,A,阶段3去重后保留的独立事件；弱相关项仅作Brief。,Yes,千帆组网继续推进，新增在轨载体将扩大星上处理和数据网络的部署基座。,用于校准星上计算的载体、数据管线、芯片或治理环境。,后续官方节点、技术指标、合同或在轨验证结果。,Pass_A 日期命中；不可直接作为正文事实。；阶段3原子化复核后保留。,Pass_A
2026-W28-EVT-054,2026-07-06,2026-07-06,US,Technology,Commercial_Space,待阶段3原文复核,NASA Seeks Industry Input on Second Phase of Commercial Space Stations - NASA,页面级候选：自动读取确认页面含本周日期；具体事件事实与相关性待阶段3原文复核。,nasa.gov,Official,https://www.nasa.gov/humans-in-space/commercial-space/nasa-seeks-industry-input-on-second-phase-of-commercial-space-stations/,S_Core,,4,4,4,4.00,A,阶段3去重后保留的独立事件；弱相关项仅作Brief。,Yes,NASA 商业空间站二阶段 RFP 把在轨平台从示范推向采购，是未来计算载荷的重要承载和客户入口。,用于校准星上计算的载体、数据管线、芯片或治理环境。,后续官方节点、技术指标、合同或在轨验证结果。,Pass_A 日期命中；不可直接作为正文事实。；阶段3原子化复核后保留。,Pass_A
2026-W28-EVT-056,2026-07-06,2026-07-06,US,Technology,Commercial_Space,待阶段3原文复核,NASA’s CAPSTONE Completes Extended Mission Testing Lunar Technologies - NASA,页面级候选：自动读取确认页面含本周日期；具体事件事实与相关性待阶段3原文复核。,nasa.gov,Official,https://www.nasa.gov/technology/space-comms/nasas-capstone-completes-extended-mission-testing-lunar-technologies/,S_Core,,4,4,4,4.00,A,阶段3去重后保留的独立事件；弱相关项仅作Brief。,Yes,CAPSTONE 结束扩展任务，积累月球轨道导航和网络技术证据。,用于校准星上计算的载体、数据管线、芯片或治理环境。,后续官方节点、技术指标、合同或在轨验证结果。,Pass_A 日期命中；不可直接作为正文事实。；阶段3原子化复核后保留。,Pass_A
2026-W28-EVT-066,2026-07-06,2026-07-06,US,Policy,Commercial_Space,U.S. House of Representatives,H.R.9592 American Space Leadership for the 21st Century Act introduced,H.R.9592 was introduced in the House on July 6 as a new U.S. space-policy bill.,GovInfo,Official,https://www.govinfo.gov/app/details/BILLS-119hr9592ih,S_Core,,3,4,5,3.70,A,已补扫并核实；按同心圆、产业影响和新颖性评分。,Yes,美国把商业航天领导力继续向立法工具推进，后续委员会文本将决定采购、监管与产业支持的具体边界。,跟踪法案是否纳入星上计算、卫星网络或关键芯片条款。,委员会转介、听证与修订文本。,阶段1补扫；事实按所列来源核实。,Pass_A_Supplement
2026-W28-EVT-069,2026-07-06,2026-07-06,US,Policy,Commercial_Space,CesiumAstro,CesiumAstro files FCC application for 737-satellite Synchronicity constellation,CesiumAstro filed for a 737-satellite constellation designed to provide reconfigurable connectivity to fixed and mobile users.,Via Satellite,Core_Media,https://www.satellitetoday.com/connectivity/2026/07/07/cesiumastro-files-for-737-satellite-synchronicity-constellation/,A_Active,,4,4,4,4.00,A,已补扫并核实；按同心圆、产业影响和新颖性评分。,Yes,可重构相控阵星座方案强化了按需分配带宽的路线，直接影响星上处理与网络调度架构。,关注其是否把波束形成、路由和边缘处理进一步上移到星上。,FCC 处理轮次、首批卫星合同与频谱协调。,阶段1补扫；事实按所列来源核实。,Pass_A_Supplement
2026-W28-EVT-072,2026-07-06,2026-07-06,US,Policy,Commercial_Space,FCC / Amazon / Globalstar,FCC comment window reaches deadline in Amazon-Globalstar transaction review,The FCC review of Amazon's proposed Globalstar acquisition reached its initial public-comment deadline on July 6.,Via Satellite,Core_Media,https://www.satellitetoday.com/connectivity/2026/06/08/fcc-kicks-off-review-of-amazon-globalstar-deal/,A_Active,,4,5,3,4.10,A,已补扫并核实；按同心圆、产业影响和新颖性评分。,Yes,交易把频谱、卫星资产与低轨宽带网络整合到同一监管审查中，可能重塑 D2D 与星地通信竞争。,关注频谱协同和监管条件是否形成可复制的星座并购范式。,FCC 回复意见、补充材料与反垄断条件。,阶段1补扫；事实按所列来源核实。,Pass_A_Supplement
