event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
2026W34-SUP-002,2026-08-18,2026-08-18,US,Technology,太空数据网络,Rocket Lab,Rocket Lab加入美国太空军Space Data Network并获1200万美元订单,Rocket Lab进入Space Data Network联盟，并获得两笔合计1200万美元交付订单，用于在轨安全光通信互操作演示。,Rocket Lab / GlobeNewswire,公司公告,https://rss.globenewswire.com/news-release/2026/08/18/3347280/0/en/space-force-selects-rocket-lab-for-space-data-network-consortium-awarded-12m-in-contracts-to-support-global-military-communications-network.html,A_Active,,5,5,4,4.80,S,相关性5/5、产业影响5/5、新颖性4/5；加权4.80。,Yes,军用太空数据骨干开始通过多供应商光链路验证互操作性。,用于判断太空算力主航道、商业航天供给、核心芯片与地面AI基础设施的节奏和约束。,跟踪正式合同、监管落地、交付/发射、在轨验证、客户采用和后续融资。,Stage3补充；原始发布日期已核验在2026-08-17至2026-08-23窗口内。,stage3_supplement_date_verified
2026W34-SUP-001,2026-08-20,2026-08-20,US,Policy,政策与监管,美国白宫,美国发布国家太空运输政策,白宫发布 NSPM-17，提出到2030年支撑每年1000次发射与再入，并强调商业优先、基础设施、产业链与出口管制。,The White House,政府官网,https://www.whitehouse.gov/presidential-actions/2026/08/national-security-presidential-memorandum-nspm-17/,S_Core,,5,5,4,4.80,S,相关性5/5、产业影响5/5、新颖性4/5；加权4.80。,Yes,高频发射目标将扩大卫星、在轨服务和太空算力基础设施的供给侧容量。,用于判断太空算力主航道、商业航天供给、核心芯片与地面AI基础设施的节奏和约束。,跟踪正式合同、监管落地、交付/发射、在轨验证、客户采用和后续融资。,Stage3补充；原始发布日期已核验在2026-08-17至2026-08-23窗口内。,stage3_supplement_date_verified
2026W34-FIN-048,2026-08-21,2026-08-21,Global,Financing,Commercial_Space;Space_Compute;AI,StarCloud,StarCloud完成A+轮融资,太空数据中心研发商；融资轮次：A+轮；原始披露金额：2.5亿美元；原始币种：USD；人民币换算：1695425000.00；美元换算：250000000.00；投资方：Manhattan West；Benchmark Capital；EQT；SOMA；NFX；Seven Seven Six；英伟达；Cisco。,TechCrunch,Industry_Media,https://techcrunch.com/2026/08/21/starcloud-raises-200-million-for-orbital-data-centers-as-launch-options-dry-up/,A_Active,Via Satellite;QCC境外融资清单,5,5,4,4.80,S,相关性5/5、产业影响5/5、新颖性4/5；加权4.80。,Yes,该事件影响任务部署、基础设施供给、核心硬件或资本形成，需继续验证执行节点。,用于判断太空算力主航道、商业航天供给、核心芯片与地面AI基础设施的节奏和约束。,跟踪正式合同、监管落地、交付/发射、在轨验证、客户采用和后续融资。,独立公开来源确认2.5亿美元Series A扩展、23亿美元估值与在轨AI推理业务。,Manual_Import
2026W34-SUP-003,2026-08-17,2026-08-17,US,Technology,商业射频遥感,HawkEye 360,美国国家侦察局向HawkEye 360授予商业射频能力增强合同,NRO授予商业射频能力增强合同，扩大商业RF数据在任务体系中的运营性使用。,National Reconnaissance Office,政府官网,https://www.nro.gov/news-media-featured-stories/news-media-press-releases/Archived-Press-Releases/Press-Release-Article/Article/4568861/nro-awards-operational-commercial-radio-frequency-capabilities-augmentation-con/,S_Core,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,商业射频星座的数据产品继续嵌入国家级情报工作流。,用于判断太空算力主航道、商业航天供给、核心芯片与地面AI基础设施的节奏和约束。,跟踪正式合同、监管落地、交付/发射、在轨验证、客户采用和后续融资。,Stage3补充；原始发布日期已核验在2026-08-17至2026-08-23窗口内。,stage3_supplement_date_verified
2026W34-SUP-029,2026-08-17,2026-08-17,US,Technology,Space_Compute,NASA Starling,NASA Starling验证FALCON自主空间导航技术,Starling任务使用星空目标而非外部导航网络确定卫星在轨位置，验证FALCON自主导航系统。,NASA,Government,https://www.nasa.gov/blogs/smallsatellites/2026/08/17/nasas-starling-mission-opens-new-frontiers-in-space-navigation,S_Core,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,自主导航降低卫星集群对地面和GNSS的依赖，是分布式在轨计算的重要能力。,用于判断太空算力主航道、商业航天供给、核心芯片与地面AI基础设施的节奏和约束。,跟踪正式合同、监管落地、交付/发射、在轨验证、客户采用和后续融资。,Stage3补充；原始发布日期已核验在2026-08-17至2026-08-23窗口内。,stage3_supplement_date_verified
2026W34-FIN-049,2026-08-20,2026-08-20,Global,Financing,Commercial_Space;Space_Compute;AI,Muon Space,Muon Space完成C轮融资,遥感卫星研发商；融资轮次：C轮；原始披露金额：2.5亿美元；原始币种：USD；人民币换算：1695425000.00；美元换算：250000000.00；投资方：Eclipse Capital；Galvanize；Google；赛富时；Wellington Management；I Squared Capital；Woven Capital；Radical Ventures；Congruent Ventures；Costanoa Ventures；Activate Capital；ACME Capital；ArcTern Ventures；Overlap Holdings。,GovCon Wire,Industry_Media,https://www.govconwire.com/articles/muon-space-250m-series-c-eclipse,Watch,QCC境外融资清单,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,该事件影响任务部署、基础设施供给、核心硬件或资本形成，需继续验证执行节点。,用于判断太空算力主航道、商业航天供给、核心芯片与地面AI基础设施的节奏和约束。,跟踪正式合同、监管落地、交付/发射、在轨验证、客户采用和后续融资。,独立公开来源确认2.5亿美元C轮及卫星平台、在轨AI计算方向。,Manual_Import
2026W34-SUP-010,2026-08-21,2026-08-21,US,Technology,直连终端,AST SpaceMobile,AST SpaceMobile获准开展800MHz卫星直连终端测试,FCC临时授权其在两个区域使用最多100台商用终端开展30天800MHz D2D测试，更新版授权于8月17日发布。,Light Reading,行业媒体,https://www.lightreading.com/satellite/ast-spacemobile-s-800mhz-tests-milestone-for-d2d-says-at-t,Watch,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,D2D从授权走向真实频段和商用终端测试，验证蜂窝频谱与卫星系统协同。,用于判断太空算力主航道、商业航天供给、核心芯片与地面AI基础设施的节奏和约束。,跟踪正式合同、监管落地、交付/发射、在轨验证、客户采用和后续融资。,Stage3补充；原始发布日期已核验在2026-08-17至2026-08-23窗口内。,stage3_supplement_date_verified
2026W34-SUP-023,2026-08-21,2026-08-21,US,Policy,AI,CFTC,CFTC就算力衍生品合约上市征求意见,美国商品期货交易委员会就算力衍生品市场及监管框架公开征求意见。,Federal Register / CFTC,Government,https://www.federalregister.gov/documents/2026/08/21/2026-17163/request-for-comment-on-the-listing-of-compute-derivatives-contracts,S_Core,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,算力资源开始被讨论为可标准化、可交易和可监管的金融标的。,用于判断太空算力主航道、商业航天供给、核心芯片与地面AI基础设施的节奏和约束。,跟踪正式合同、监管落地、交付/发射、在轨验证、客户采用和后续融资。,Stage3补充；原始发布日期已核验在2026-08-17至2026-08-23窗口内。,stage3_supplement_date_verified
2026W34-SUP-028,2026-08-21,2026-08-21,China,Technology,Commercial_Space,四象科技,四象科技发布Skysight低轨智能遥感卫星星座计划,四象科技披露搭载SAR、光学和红外多模态载荷的Skysight星座蓝图，目标实现全球分钟级重访。,新华网,Official,https://www.news.cn/tech/20260821/7bffbcb5567c4fc9bfbd0fefbb9ec61f/c.html,S_Core,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,多模态遥感星座将扩大在轨数据产生与智能处理需求。,用于判断太空算力主航道、商业航天供给、核心芯片与地面AI基础设施的节奏和约束。,跟踪正式合同、监管落地、交付/发射、在轨验证、客户采用和后续融资。,Stage3补充；原始发布日期已核验在2026-08-17至2026-08-23窗口内。,stage3_supplement_date_verified
2026W34-PUB-032,2026-08-17,2026-08-17,US,Technology,Commercial_Space,Viasat / Rocket Lab,Viasat选择Rocket Lab建造美国太空军PTS-G卫星,Viasat选择Rocket Lab设计和制造一颗GEO卫星，服务美国太空军Protected Tactical Satcom-Global项目。,Viasat / Rocket Lab / GlobeNewswire,Company,https://www.globenewswire.com/news-release/2026/08/17/3346114/0/en/viasat-selects-rocket-lab-to-build-geo-satellite-for-u-s-space-force-s-protected-tactical-satcom-global-program.html,A_Active,,3,3,3,3.00,B,相关性3/5、产业影响3/5、新颖性3/5；加权3.00。,Yes,商业卫星制造商进一步进入美国军用抗干扰通信体系。,用于判断太空算力主航道、商业航天供给、核心芯片与地面AI基础设施的节奏和约束。,跟踪正式合同、监管落地、交付/发射、在轨验证、客户采用和后续融资。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,pass_a_web
